source_id,name,owner,source_type,official_url,license_code,requires_key,enabled_by_default,policy_status,notes,key_gated,operational_mode
knps_chiaksan_trail_programs,치악산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B10,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_woraksan_trail_programs,월악산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B11,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_sobaeksan_trail_programs,소백산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B12,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_gayasan_trail_programs,가야산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B13,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_bukhansan_trail_programs,북한산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B14,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_gyeongju_trail_programs,경주국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B15,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_gyeryongsan_trail_programs,계룡산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B16,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_mudeungsan_trail_programs,무등산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B17,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_byeonsanbando_trail_programs,변산반도국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B18,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_songnisan_trail_programs,속리산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B19,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_wolchulsan_trail_programs,월출산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B20,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_taebaeksan_trail_programs,태백산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B22,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
knps_palgongsan_trail_programs,팔공산국립공원 어린이·가족 탐방프로그램,국립공원공단,reviewed_public_html_fragment,https://reservation.knps.or.kr/trprogram/searchTrailProgram.do?deptId=B25,,,False,reviewed_public_list,"Official read-only trail-program list fragment. Runtime robots policy is always checked. Only list facts and the canonical information link are stored; no serviceGuide fetch, reservation submission, login, or NetFunnel endpoint is called. Child filtering is conservative and title-based.",False,explicit_opt_in
kywa_central_camp_programs,국립중앙청소년수련원 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nyc,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_pyeongchang_camp_programs,국립평창청소년수련원 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=pnyc,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_space_camp_programs,국립청소년우주센터 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nysc,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_bio_camp_programs,국립청소년바이오생명센터 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nyac,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_ocean_camp_programs,국립청소년해양센터 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nyoc,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_future_environment_camp_programs,국립청소년미래환경센터 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nyfc,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
kywa_ecology_camp_programs,국립청소년생태센터 공개 캠프,한국청소년활동진흥원,public_json,https://booking.kywa.or.kr/reservation/campReservationList.do?center=nyec,,,False,reviewed_public_json,"Public camp-list JSON only after a runtime robots check. The crawler never fetches login, application, payment, waiting-list, or reservation-submission endpoints; the public detail URL is stored only.",False,explicit_opt_in
gyeongbuk_education_experience,경상북도교육청 온체험 견학·체험,경상북도교육청,approved_html,https://www.gbe.kr/edushare/exprn/selectExprnList.do?mi=17609,,,False,approved_html,"Public institution discovery and list pages only. Runtime robots check; no login, detail-page fetch, or reservation submission.",False,explicit_opt_in
incheon_education_experience,인천광역시교육청 견학·체험,인천광역시교육청,approved_html,https://www.ice.go.kr/ice/exprn/selectExprnList.do?mi=11607,,,False,approved_html,"Official public list and information-detail GET only. Runtime robots check; no login, identity verification, availability, or application endpoint.",False,explicit_opt_in
busan_education_experience,부산광역시교육청 견학·체험,부산광역시교육청,approved_html,https://home.pen.go.kr/yeyak/exprn/selectExprnList.do?mi=14438&contestAt=N,,,False,approved_html,"Official public list and information-detail GET only. Runtime robots check; no login, identity verification, availability, or application endpoint.",False,explicit_opt_in
chungbuk_education_experience,충청북도교육청 견학·체험,충청북도교육청,approved_html,https://www.cbe.go.kr/yeyak/exprn/selectExprnList.do?mi=11424,,,False,approved_html,"Official public list and information-detail GET only. Runtime robots check; no login, identity verification, availability, or application endpoint.",False,explicit_opt_in
jeonnam_education_experience,전남광주통합특별시교육청 견학·체험,전남광주통합특별시교육청,approved_html,https://yeyak.jne.kr/yeyak/exprn/selectExprnList.do?mi=10205166,,,False,approved_html,"Official public list and information-detail GET only. Runtime robots check; no login, identity verification, availability, or application endpoint.",False,explicit_opt_in
geumcheon_education_reservation,금천구 통합예약 어린이 교육,서울특별시 금천구,public_html,https://www.geumcheon.go.kr/reserve/webEdcLctreList.do?key=112&rep=1,,,False,approved_html,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
gimpo_experience_reservation,김포시 통합예약 어린이 견학·체험,경기도 김포시,public_html,https://www.gimpo.go.kr/reserve/webEtcResveList.do?key=113&rep=1&etcProgramSection=EXPERIENCE,,,False,robots_disallow,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
goyang_experience_reservation,고양시 통합예약 어린이 체험·견학,경기도 고양시,public_html,https://www.goyang.go.kr/resve/manage/BD_selectResveManageList.do?q_resveTopClCode=CL_02,,,False,approved_html,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
yongin_experience_reservation,용인시 통합예약 어린이 체험·참여,경기도 용인시,public_html,https://resve.yongin.go.kr/resve/manage/BD_selectResveManageList.do?q_lclas=CL_01,,,False,approved_html,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
anyang_education_reservation,안양시 통합예약 어린이 교육강좌,경기도 안양시,public_html,https://www.anyang.go.kr/reserve/selectEduLctreWebList.do?key=1376&searchDiv=1,,,False,runtime_tls_blocked,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
cheongju_experience_reservation,청주시 통합예약 어린이 체험,충청북도 청주시,public_html,https://ticket.cheongju.go.kr/www/selectExprnWebList.do?key=8&viewMode=card&pageUnit=8,,,False,approved_html,"Official public list and factual information detail GET only. No login, application, reservation submission, images, or full description collection. Runtime robots check is mandatory.",False,explicit_opt_in
suwon_education_experience,수원시 교육·강좌·체험 어린이 가능 프로그램,수원특례시,public_html,https://www.suwon.go.kr/web/reserv/edu/list.do,KOGL-4,,False,approved_html,"Official public result-table GET with runtime robots check. Stores factual list metadata only. Never calls reservation, application, login, payment, queue, or personal-data paths. The page marks its work as KOGL type 4; review commercial reuse before production.",False,explicit_opt_in
suwon_culture_foundation_education,수원문화재단 어린이·가족 교육·체험,수원문화재단,public_html,https://www.swcf.or.kr/?p=30,,,False,approved_html,"Official public education list/detail GET with runtime robots check. Stores factual metadata only. Never follows or calls the external booking, reception, login, identity, payment, or submission links.",False,explicit_opt_in
suwon_ecology_child_programs,수원시 생태환경체험교육관 어린이·가족 프로그램,수원시 생태환경체험교육관,public_html,https://www.suwoneco.com/lmth/02_margorp/margorp_02.asp,,,False,approved_html,"Official public program list and information detail GET only. Runtime robots check required. Never calls the application form, application result, login, member, payment, or personal-data paths.",False,explicit_opt_in
suwon_library_child_programs,수원시도서관 어린이·가족 독서문화프로그램,수원특례시 도서관사업소,public_html,https://www.suwonlib.go.kr/reserve/lecture/lectureList.do,,,False,approved_html,"Official replacement for the maintenance-only legacy lecture URL. Uses the public integrated-reservation list GET and numeric detail links only. Never calls apply, login, member, payment, queue, or personal reservation endpoints. Runtime robots check is mandatory.",False,explicit_opt_in
goyang_children_museum_city_news,고양어린이박물관 고양시 뉴스 체험·교육 일정,고양특례시,public_html,https://www.goyang.go.kr/news/user/bbs/BD_selectBbsList.do,,,False,approved_html,"Goyang City News public list/detail GET metadata only. The museum origin is never requested. Never calls login, application, submission, attachment, image, download, payment, or member paths; stores only factual schedule/audience/price/location/status fields.",False,explicit_opt_in
gyeonggi_library_programs,경기도서관 어린이·가족 프로그램,경기도서관,public_json,https://www.library.kr/ggl/community/events/program-list,,,False,reviewed_first_party_public_json,"First-party JSON used by the public Nuxt list and detail pages. Reads program metadata only; never calls checkparticipants, login, program-apply, reservation, applicant, payment, or queue paths. Unlicensed description prose is inspected transiently but not stored.",False,explicit_opt_in
suwon_museum_child_programs,수원박물관 어린이·가족 프로그램,수원특례시 박물관사업소,reviewed_public_json_html,https://rmuseum.suwon.go.kr/progrm/progrmList.do?searchMuseumCd=SW&searchTabType=ING,,,False,reviewed_public_list_html,"Official public read-only POST list and information-detail GET with runtime robots checks. Only whitelisted program facts are retained; masked participant rows present elsewhere on the detail page are not parsed. No login, reservation, application, payment, or queue path.",False,explicit_opt_in
suwon_gwanggyo_museum_child_programs,수원광교박물관 어린이·가족 프로그램,수원특례시 박물관사업소,reviewed_public_json_html,https://rmuseum.suwon.go.kr/progrm/progrmList.do?searchMuseumCd=GG&searchTabType=ING,,,False,reviewed_public_list_html,"Official public read-only POST list and information-detail GET with runtime robots checks. Only whitelisted program facts are retained; masked participant rows present elsewhere on the detail page are not parsed. No login, reservation, application, payment, or queue path.",False,explicit_opt_in
suwon_hwaseong_museum_child_programs,수원화성박물관 어린이·가족 프로그램,수원특례시 박물관사업소,reviewed_public_json_html,https://rmuseum.suwon.go.kr/progrm/progrmList.do?searchMuseumCd=HS&searchTabType=ING,,,False,reviewed_public_list_html,"Official public read-only POST list and information-detail GET with runtime robots checks. Only whitelisted program facts are retained; masked participant rows present elsewhere on the detail page are not parsed. No login, reservation, application, payment, or queue path.",False,explicit_opt_in
tour_api_festivals,TourAPI 4.0 국문 축제,한국관광공사,open_api,https://www.data.go.kr/data/15101578/openapi.do,OPEN-DATA-NO-RESTRICTION,DATA_GO_KR_SERVICE_KEY,False,approved_api,"Official JSON API. The response has no stable event homepage/detail URL, so detail_url points to the official VisitKorea search results for the title. Image reuse conditions must be checked per record.",True,key_and_explicit_opt_in
eshare_education,공유누리 교육·강좌,행정안전부,open_api,https://www.eshare.go.kr/OpenApi/Info/detail.do?svcNo=18,OPEN-DATA-NO-RESTRICTION,ESHARE_API_KEY,False,approved_api,Official API only; the shared website disallows HTML crawling.,True,key_and_explicit_opt_in
hyundai_motorstudio_goyang_kids,현대 모터스튜디오 고양 어린이 워크숍,현대자동차,reviewed_public_html,https://motorstudio.hyundai.com/goyang/cotn/exp/kidsWorkShop.do?strgCd=01,,,False,reviewed_public_html,Official public list only. Crawl at low frequency; never call the reservation submission endpoint.,False,explicit_opt_in
samsung_innovation_education,삼성 이노베이션 뮤지엄 어린이 교육,삼성전자,public_json,https://samsunginnovationmuseum.com/ko/reserve/edu/academyList.do,,,False,reviewed_public_json,Reviewed public JSON plus public detail HTML; low-frequency GET only. Emits individual education sessions and one-off museum events. Do not call reservation or login endpoints. Programs are free by the museum's official guidance unless a row publishes an explicit price. Requires separate source approval and a documented override for the site's ambiguous HTML robots response.,False,explicit_opt_in
museum_kimchikan_children,뮤지엄김치간 어린이김치학교,뮤지엄김치간,public_json_api,https://kimchikan.com/rsv,,,False,reviewed_public_json,"Public JSON; robots.txt Allow: /. Read-only GET access is limited to the program list and schedule calendar. No booking, login, or individual application API is called.",False,explicit_opt_in
hmoka_programs,현대어린이책미술관 체험·교육,현대어린이책미술관,public_json,https://www.hmoka.org/programs/exhibition/list.do?st_cd=480,,,False,review_required_public_json,"Public list form POST only; facts-only whitelist and low-frequency collection. No reservation, login, or applicant endpoint. Re-enable only after policy review.",False,explicit_opt_in
leeum_hoam_programs,리움·호암미술관 어린이 교육,삼성문화재단,public_json,https://www.leeumhoam.org/leeum/edu/program,,,False,review_required_public_json,"Unified public list JSON only; facts-only whitelist and low-frequency collection. No program-detail body, image, reservation, login, or applicant endpoint. Re-enable only after policy review.",False,explicit_opt_in
