catalog_id,group,ordinal,source_name,official_url,additional_official_urls,access_structure,audience_fields,policy_notes,recommendation,priority,implementation_status,connector_id,implementation_note,verification_status,verified_at,source_document
private_brands:020,private_brands,20,신한금융 · 서울 · 한국금융사박물관/교육 공식 소개,https://www.shinhangroup.com/kr/archive/business/detail/352,,기업 아카이브 HTML; 별도 회차 목록 미확인,"공식 소개상 무료·전 연령, 어린이 프로그램 포함",robots R-A/T-P; 자동수집보다 공식 교육 일정 피드 문의 우선,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:021,private_brands,21,오설록 · 제주 · Tea Museum·체험 프로그램,https://www.osulloc.com/kr/ko/store-introduction/jeju-map,,상설시설 HTML과 외부 예약 링크; 반복 공개 목록은 미확인,"가족/일반, 체험별 유료",robots R-A/T-1; 마이페이지·쇼핑·예약 데이터 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:022,private_brands,22,현대백화점그룹 · 경기 판교 · 현대어린이책미술관 교육,https://www.hmoka.org/programs/exhibition/list.do?st_cd=480,,JSON 공개 POST data.do; 교육명·기간·대상·장소·요금·상태,"6세~초6, 공식 목록에 2만원대 프로그램 다수","robots R-A/T-0; 공개 검색 POST만, 신청 제외",allowlist · P1,P1,implemented_opt_in,hmoka_programs,Public list POST only; policy review required before operation.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:023,private_brands,23,삼성문화재단 · 서울 · 리움 프로그램,https://www.leeumhoam.org/leeum/edu/program,,JSON 공개 목록 + 상세 EditorJS; 키즈 필터,"공식 키즈랩 무료 사례, 초3~4 등 회차별","robots R-N/T-0; 예약 로그인 제외, 상태와 종료일 교차검증",allowlist · P1,P1,implemented_opt_in,leeum_hoam_programs,Unified public-list parser; private source approval remains explicit.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:024,private_brands,24,삼성문화재단 · 경기 용인 · 호암 어린이 프로그램,https://www.leeumhoam.org/leeum/edu/program,,리움 통합 목록에 호암 장소 프로그램 포함; 상세 URL은 /hoam/program/{id},공식 상세의 무료 어린이+보호자 사례,robots R-N/T-0; 장소 필드로 분리,allowlist · P1,P1,implemented_opt_in,leeum_hoam_programs,Unified parser separates venues; private source approval remains explicit.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:025,private_brands,25,대림문화재단 · 서울 성동 · D MUSEUM 교육,https://www.daelimmuseum.org/learn/education/home,,공개 api.daelimmuseum.org/v1/program/learn/* JSON,"공식 목록 사례: 4~10세 3만원, 단체 4~13세 2만원",robots R-N/T-0; 결제/예약 제외,allowlist · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:026,private_brands,26,대림문화재단 · 서울 종로 · 대림미술관 교육,https://www.daelimmuseum.org/learn/education/home,,"D MUSEUM과 같은 공개 API, eduPlace로 장소 분리",어린이/가족 여부·요금은 회차별,robots R-N/T-0,allowlist · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:027,private_brands,27,아모레퍼시픽 · 서울 용산 · APMA PROGRAM,https://apma.amorepacific.com/contents/program/index.do,,HTML 공개 프로그램 목록/상세,검증일 목록은 일반/전문가 프로그램 중심; 어린이 키워드만 감시,"robots R-A/T-0; /api/, /ajax/, 마이페이지 차단",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:028,private_brands,28,롯데문화재단 · 서울 송파 · Lotte Museum 프로그램,https://www.lottemuseum.com/ko/programs/?cate=event,,HTML/SPA 공개 목록/상세,"어린이·교육 프로그램과 유료 전시, 가격은 상세별",robots R-N/T-1; L.POINT/티켓 흐름 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:029,private_brands,29,한솔문화재단 · 강원 원주 · Museum SAN 관람 안내,https://www.museumsan.org/guide/visitor,,static HTML; 교육은 공지/PDF 분산,공식 아동 관람료와 가족 프로그램은 페이지별 확인,robots R-A/T-0; 반복 모집 목록 미확인,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:030,private_brands,30,헬로우뮤지움 · 서울 성동 · 공식 홈페이지,https://hellomuseum.com/,,아임웹 HTML/공지/PDF; 어린이 전문 미술관,"어린이·가족, 비용은 프로그램별",robots R-A/T-0; 로그인/장바구니 차단,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:031,private_brands,31,사비나미술관 · 서울 은평 · 어린이 교육,https://www.savinamuseum.com/kor/education/education01_childinfo.jsp,,레거시 JSP HTML; 교육 소개와 뉴스 상세,"어린이 융복합 미술교육, 비용/일정은 상세별",robots R-N/T-0,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:032,private_brands,32,가현문화재단 · 서울 삼청 · Museum Hanmi,https://museumhanmi.or.kr/,,WordPress HTML·공식 PDF; 시즌 어린이 프로그램,"어린이/가족, 가격은 공고별",robots R-A/T-0; RSS는 사이트 공지용으로만 평가,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:033,private_brands,33,모란미술관 · 경기 남양주 · 공식 홈페이지,https://www.moranmuseum.org/,,아임웹 HTML; 교육/어린이 공모 공지,"어린이 미술대회·교육, 비용은 공고별",robots R-A/T-0; 로그인 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:034,private_brands,34,포도뮤지엄 · 제주 · 교육·문화 프로그램,https://www.podomuseum.com/program2,,아임웹 HTML 카드/상세; 2026 프로그램 게시,"어린이·청소년 관람료 6천원, 일부 공식 프로그램 무료/1만원",robots R-A/T-0; 네이버 예약 잔여석은 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:035,private_brands,35,본태박물관 · 제주 · 교육 프로그램,https://bontemuseum.com/academy-jeju,,아임웹 HTML; 현재 공개 아카데미는 성인 중심,검증일 프로그램은 초등 직접 신청과 맞지 않고 고가 멤버십 중심,robots R-A/T-1,deny · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:036,private_brands,36,송은문화재단 · 서울 강남 · SONGEUN,https://www.songeun.or.kr/,,공식 전시/프로그램 페이지 존재,일반 관람; 어린이 반복 목록 미확인,robots R-X(Disallow /),deny · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:037,private_brands,37,태진문화재단 · 서울 강남 · Platform-L,https://platform-l.org/,,HTML/SPA 프로그램; 어린이 키워드 감시,프로그램별 대상·가격,robots R-N/T-0; Yeti만 명시되어 타 UA 허용으로 단정 금지,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:038,private_brands,38,Kunst1 · 부산 · Museum 1,https://museum1.co.kr/,,아임웹 HTML; 현재 전시와 티켓 중심,"가족 관람 가능, 유료; 어린이 교육 목록 미확인",robots R-A/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:039,private_brands,39,브릭캠퍼스 · 제주 · 전시/체험,https://www.brickcampus.com/page/exhibition?gbn=1,,"HTML, 지점 파라미터 gbn=1","공식 페이지 1.6만원, 36개월 미만 무료; 체험존 상설",robots R-A/T-1; 티켓 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:040,private_brands,40,브릭캠퍼스 · 부산 기장 · 전시/체험,https://www.brickcampus.com/page/exhibition?gbn=2,,"HTML, gbn=2; 운영시간/요금","공식 페이지 1.5만원, 36개월 미만 무료",robots R-A/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:041,private_brands,41,석파문화원 · 서울 종로 · 석파정 서울미술관 어린이 교육,https://seoulmuseum.org/%EC%96%B4%EB%A6%B0%EC%9D%B4-%EA%B5%90%EC%9C%A1,,아임웹 HTML 카드; 현재/종료 프로그램 혼재,"어린이·가족, 가격은 상세별",robots R-A/T-0; 종료 여부 필수,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:042,private_brands,42,KT&G · 서울 홍대 · 상상마당 아카데미,https://www.sangsangmadang.com/lec/list,,HTML/JSON성 목록; 지점·분야 필터,"대부분 성인/청년 유료, 어린이 키워드만 선별",robots R-N/T-1; 결제 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:043,private_brands,43,KT&G · 강원 춘천 · 상상마당 아카데미,https://www.sangsangmadang.com/lec/list,,"42와 공통 목록, 춘천 장소 필터",가족/어린이 결과가 있을 때만,robots R-N/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:044,private_brands,44,KT&G · 부산 · 상상마당 아카데미,https://www.sangsangmadang.com/lec/list,,"42와 공통 목록, 부산 장소 필터",가족/어린이 결과가 있을 때만,robots R-N/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:045,private_brands,45,아라리오 · 제주 · ARARIO Museum 공식 소개,https://www.arario.com/bbs/content.php?co_id=business02,,"static HTML; 전시시설 소개, 반복 어린이 목록 없음",일반/가족 유료 관람,robots R-A/T-0; 관리자 경로 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:046,private_brands,46,파라다이스시티 · 인천 · Artis Adventure 키즈 패키지,https://www.p-city.com/front/reservation/reservationStep1To2?RP_SEQ=12445,,공식 예약 상품 HTML; 상시 목록보다는 상품 단위,"어린이 동반 예술 체험, 숙박/시설 결합 고가 상품",robots R-A/T-1; 관리자·가격·결제·객실 API 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:047,private_brands,47,롯데백화점 · 전국 · 문화센터 강좌,https://culture.lotteshopping.com/index.do,,"레거시 .do HTML, 지점/학기/강좌 상세","유아·초등 원데이/요리/과학, 유료 다양",robots R-A/T-1; 회원/결제 제외,metadata-only · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:048,private_brands,48,현대백화점 · 전국 · 문화센터,https://www.ehyundai.com/newCulture/CT/CT000000_M.do,,.do HTML/검색; 지점·학기별,"유아·초등 강좌, 유료 다양",robots R-N/T-1; 검색 경로 robots 해석이 불명확해 제휴 우선,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:049,private_brands,49,현대백화점 · 서울/판교 · CH 1985,https://www.ehyundai.com/newCulture/CT/CT000000_M.do,,"48과 같은 플랫폼, 브랜드/지점 필터",현재 성인 강좌 비중이 높아 어린이 결과만,robots R-N/T-1,partnership · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:050,private_brands,50,신세계 · 전국 · 신세계 아카데미,https://sacademy.shinsegae.com/sdotcom/MW0010P0/MW0010P0.do,,".do HTML/JS, 12개 지점 목록","유아·초등 강좌, 유료 다양",robots R-N/T-1; 로그인/결제 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:051,private_brands,51,AK플라자 · 경기/강원 · 문화아카데미,https://culture.akplaza.com/academy/store01,,"SPA/HTML, 분당·수원·평택·원주","유아·초등 강좌, 유료 다양",robots R-N/T-1; 회원 예약 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:052,private_brands,52,홈플러스 · 전국 · 문화센터,https://mschool.homeplus.co.kr/,,공식 목록은 있으나 검증 환경 400; 지점·강좌 검색,유아·초등 저가 강좌 다수,robots R-W/T-1; 저작권/상업 카탈로그 검토 전 자동수집 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:053,private_brands,53,갤러리아 · 전국 · 문화센터 공개 강좌,https://dept.galleria.co.kr/g-culture/culture-center/branch/centercity/open-lecture,,"HTML/SPA, 지점·강좌 카드","유아·초등 강좌, 유료 다양",robots R-N/T-1; 로그인/결제 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:054,private_brands,54,IKEA · 경기 고양 · 매장 이벤트/프로모션,https://www.ikea.com/kr/ko/stores/goyang/,,공개 CMS HTML; 어린이 생일파티·워크숍 링크,"무료/회원/유료가 이벤트별 상이, 어린이·가족",robots R-A/T-1; IKEA Family 신청 제외,metadata-only · P1,P1,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:055,private_brands,55,IKEA · 경기 광명 · 매장 이벤트,https://www.ikea.com/kr/ko/stores/gwangmyeong/,,"54와 같은 CMS, 지점 slug",이벤트별 대상·가격,robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:056,private_brands,56,IKEA · 경기 기흥 · 매장 이벤트,https://www.ikea.com/kr/ko/stores/giheung/,,"54와 같은 CMS, 지점 slug","어린이/가족 이벤트, 조건별",robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:057,private_brands,57,IKEA · 부산 동부산 · 매장 이벤트,https://www.ikea.com/kr/ko/stores/dong-busan/,,"54와 같은 CMS, 지점 slug","어린이/가족 이벤트, 조건별",robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:058,private_brands,58,IKEA · 서울 강동 · 매장 이벤트,https://www.ikea.com/kr/ko/stores/gangdong/,,"54와 같은 CMS, 지점 slug",어린이날 등 가족 행사; 일부 IKEA Family 조건,robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:059,private_brands,59,스타필드 · 경기 안성 · 별마당 키즈,https://www.starfield.co.kr/anseong/entertainment/libraryKids.do,,static HTML; “이달의 프로그램” 영역 있으나 상시 비어 있을 수 있음,"어린이·가족, 행사별 무료/유료",robots R-A/T-1; 시설과 회차 분리,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:060,private_brands,60,스타필드시티 · 경기 부천 · 별마당 키즈,https://www.starfield.co.kr/bucheon/entertainment/libraryKids.do,,HTML; 월간 프로그램 영역,"어린이·가족, 행사별",robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:061,private_brands,61,스타필드 · 경기 고양 · 이벤트 목록,https://www.starfield.co.kr/goyang/eventBenefit/events,,"공개 SSR/SPA 목록, 상세 ID EV...",어린이·가족 키워드 결과만; 가격은 상세별,robots R-A/T-1; 브랜드 할인 이벤트와 교육행사 구분,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:062,private_brands,62,스타필드 · 경기 하남 · 이벤트 목록,https://www.starfield.co.kr/hanam/eventBenefit/events,,61과 공통 라우트,어린이·가족 결과만,robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:063,private_brands,63,스타필드 · 경기 수원 · 이벤트 목록,https://www.starfield.co.kr/suwon/eventBenefit/events,,61과 공통 라우트,어린이·가족 결과만,robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:064,private_brands,64,MBC Playbe · 서울 잠실 · KidZania 서울,https://www.kidzania.co.kr/home.do?srcLocalDiv=001,,"공식 HTML 시설/이벤트, 지역 코드 001; 티켓 별도","어린이 직업체험, 유료",robots R-N/T-1; 회원/티켓/키조 계정 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:065,private_brands,65,MBC Playbe · 부산 센텀 · KidZania 부산,https://www.kidzania.co.kr/home.do?srcLocalDiv=002,,"서울과 공통 레거시 HTML, 지역 코드 002","어린이 직업체험, 유료",robots R-N/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:066,private_brands,66,Merlin · 부산 해운대 · SEA LIFE 체험,https://www.visitsealife.com/busan/whats-inside/,,"공개 CMS HTML, 체험/이벤트/학교 페이지","어린이·가족, 유료; 학교 프로그램 별도",robots R-A/T-1; 티켓 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:067,private_brands,67,Merlin · 서울 코엑스 · SEA LIFE COEX,https://www.visitsealife.com/coex-seoul/,,66과 같은 CMS,"어린이·가족, 유료",robots R-A/T-1,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:068,private_brands,68,한화 · 제주 · Aqua Planet Jeju,https://www.aquaplanet.co.kr/jeju/index.do,,"레거시 .do HTML, 공연/생태설명/요금","어린이·가족, 고가 유료",robots R-N/T-1; 티켓 제외,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:069,private_brands,69,한화 · 전남 여수 · Aqua Planet Yeosu,https://www.aquaplanet.co.kr/yeosu/index.do,,68과 공통 .do CMS,"어린이·가족, 유료",robots R-N/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:070,private_brands,70,한화 · 경기 일산 · Aqua Planet Ilsan,https://m.aquaplanet.co.kr/ilsan/index.do,,"모바일 .do CMS, 지점별 일정","어린이·가족, 유료",robots R-N/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:071,private_brands,71,한화 · 경기 광교 · Aqua Planet Gwanggyo,https://m.aquaplanet.co.kr/gwanggyo/guide/schedule/operating-time.do,,68과 공통 모바일 .do CMS,"어린이·가족, 유료",robots R-N/T-1,metadata-only · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:072,private_brands,72,롯데월드 · 서울 잠실 · Aquarium,https://aquarium.lotteworld.com/,,"공개 HTML/SPA, 생태설명·체험/이벤트","어린이·가족, 유료",robots R-A/T-1; 로그인·티켓·커뮤니케이션 경로 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:073,private_brands,73,삼성물산 · 경기 용인 · Everland E3 어린이 생태교육,https://www.witheverland.com/427599,,공식 블로그 HTML; 시즌 모집 공지형,"동물·식물·과학·사육사/수의사 과정, 어린이",robots R-A/T-1; 검색·관리·예약/멤버십 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:074,private_brands,74,Merlin · 강원 춘천 · LEGOLAND Korea 시즌 이벤트,https://legoland.kr/%ED%8C%8C%ED%81%AC%EC%9D%B4%EB%B2%A4%ED%8A%B8/,,공개 CMS HTML; 2026 시즌 날짜·상세,"어린이·가족, 파크 입장/추가 체험 유료",robots R-A/T-1; 티켓/호텔 제외,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:075,private_brands,75,스마일게이트 · 경기 판교/서울 · Future Lab 프로그램 신청,https://www.futurelab.center/front/program/program,,공개 JSON/HTML 목록; 검증일 어린이 ing/plan 결과는 비어 있음,"어린이·청소년·가족 워크숍, 무료 또는 기부형",robots R-N/T-P; 신청은 회원·개인정보,metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:076,private_brands,76,NC문화재단 · 서울 · Projectory,https://www.projectory.or.kr/main,,"공식 소개/멤버십 신청, 반복 공개 프로그램 피드 미확인",어린이 프로젝트 공간; 멤버십·상담 선발,robots R-A/T-P; 상담/회원 데이터 수집 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:077,private_brands,77,네이버 커넥트재단 · 전국/온라인 · 서비스 목록,https://connect.or.kr/services,,공식 HTML; Entry·SEF 등 교육서비스 소개,초등 SW·AI 콘텐츠가 있으나 위치 기반 부모 직접 모집 피드는 아님,robots R-N/T-P; 개별 서비스와 제휴 필요,partnership · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:078,private_brands,78,LG · 서울대/온라인/미국 · LG AI 청소년 캠프,https://lgaiyouthcamp.or.kr/introduction/aicamp,,공식 HTML 모집요강·FAQ·히스토리,"초6~중2, 공식 안내 전액 무료, 100명 선발","robots R-N/T-P; 실명·영상·지원서, 연 1회",metadata-only · P2,P2,researched_not_implemented,,Verified candidate; requires a source-specific contract and policy approval.,official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:079,private_brands,79,삼성 · 전국 · Samsung Dream Class,https://www.dreamclass.org/,,"공식 공지/뉴스 HTML, 학교·멘토 중심",주 대상 중학생; 초등 부모 서비스 범위 밖,robots R-N/T-P,deny · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:080,private_brands,80,POSCO 1% 나눔재단 · 포항/광양 등 · 미래세대 사업,https://poscofoundation.org/front/nanum/001/view.do,,공식 사업소개/공고 HTML·PDF,지역아동센터·기관 대상 예술/환경/진로 사업 중심,robots R-A/T-P; 부모 직접 신청 아님,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:081,private_brands,81,CJ나눔재단 · 전국 · DonorsCamp 꿈키움,https://www.donorscamp.org/DreamSupport.do,,"공식 HTML/공고, 기관·동아리 신청","아동·청소년, 지원형/무료",robots R-X/T-P; 허용된 공고 경로 외 크롤링 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:082,private_brands,82,SK · 전국 · 사회적 가치 프로그램,https://sk.co.kr/ko/together/programs.jsp,,"공식 그룹 사업소개 HTML, 개별 사업 링크",SUNNY 등 청년/기관 사업 비중; 초등 부모 직접 목록 아님,robots R-A/T-P; 라이브러리/관리 경로 제외,partnership · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:083,private_brands,83,카카오 · 전국/선발형 · AI Rookie Camp 지원,https://www.kakaoairookiecamp.com/apply,,"공식 신청 페이지, 계정/폼 중심",모집 차수별 연령·비용 확인; 선발형,robots R-A/T-P; 로그인·폼 자동화 금지,partnership · P2,P2,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
private_brands:084,private_brands,84,파라다이스문화재단 · 서울/인천 · 공지 목록,https://pcf.or.kr/board/notice,,공식 HTML 공지/PDF; 문화예술 지원·시즌 행사,"가족/어린이 여부는 공고별, 대개 프로젝트/기관 단위",robots R-A/T-P,partnership · P3,P3,policy_or_access_blocked,,"No automated collector until an official API, permission, or partnership exists.",official_page_verified,2026-07-15,docs/research/private-brands.md
